emp_no,first_name,last_name,title,from_date,salary
75020,Lidong,Cannard,Senior Staff,11/1/1995,40000
75020,Lidong,Cannard,Staff,11/1/1987,40000
75042,Rance,Negoita,Staff,3/3/1999,64290
75051,Roddy,Mansanne,Senior Staff,8/19/1995,67846
75051,Roddy,Mansanne,Staff,8/19/1986,67846
75052,Angus,Kroha,Senior Staff,10/6/1992,49369
75052,Angus,Kroha,Staff,10/7/1986,49369
75061,Jeanne,Benner,Senior Staff,6/14/1992,75234
75061,Jeanne,Benner,Staff,6/14/1985,75234
75064,Insup,Kalorkoti,Senior Staff,1/20/1992,40000
75064,Insup,Kalorkoti,Staff,1/20/1987,40000
75065,Chenyi,Sinitsyn,Senior Staff,3/8/1994,50867
75065,Chenyi,Sinitsyn,Staff,3/8/1987,50867
75066,Aiman,Mungall,Senior Staff,9/2/1989,43279
75068,Vasilii,Rando,Senior Staff,3/16/1988,51094
75074,Koldo,Gyimothy,Senior Engineer,12/2/1987,67491
75076,Licheng,Ratnakar,Senior Staff,4/14/2001,56337
75076,Licheng,Ratnakar,Staff,4/14/1994,56337
75081,Vesna,Gien,Staff,1/12/2000,89182
75086,Sorina,Passino,Engineer,7/22/1991,41895
75086,Sorina,Passino,Senior Engineer,7/21/1997,41895
75096,Faiza,Himler,Senior Staff,11/19/1992,68790
75096,Faiza,Himler,Staff,11/20/1986,68790
75114,Lillian,Ladret,Senior Staff,6/20/1994,67056
75114,Lillian,Ladret,Staff,6/20/1986,67056
75126,Arif,Schaar,Engineer,3/12/1989,40000
75126,Arif,Schaar,Senior Engineer,3/12/1994,40000
75129,Kayoko,Potthoff,Senior Staff,9/10/1990,40000
75129,Kayoko,Potthoff,Staff,9/10/1985,40000
75133,Tayeb,Spataro,Senior Staff,4/10/1999,56805
75133,Tayeb,Spataro,Staff,4/10/1990,56805
75134,Rimli,Cullers,Senior Staff,5/25/1994,72006
75134,Rimli,Cullers,Staff,5/25/1988,72006
75142,Uwe,Speckmann,Staff,5/19/1999,81072
75151,Weicheng,Gecsei,Senior Staff,11/19/1997,40000
75151,Weicheng,Gecsei,Staff,11/19/1992,40000
75166,Aamod,Snyers,Engineer,11/14/1996,71375
75172,Xianlong,Kohling,Senior Engineer,12/9/1999,48451
75186,Filipp,Miyakawa,Senior Staff,9/29/1998,59874
75186,Filipp,Miyakawa,Staff,9/29/1989,59874
75192,Zejun,Speer,Senior Engineer,11/23/1986,48460
75196,Marla,Kenevan,Senior Staff,6/22/2001,42682
75196,Marla,Kenevan,Staff,6/23/1995,42682
75201,Boguslaw,Basagni,Senior Staff,10/28/1992,62433
75201,Boguslaw,Basagni,Staff,10/29/1986,62433
75218,Jaroslava,Fujisawa,Engineer,7/13/1988,51557
75218,Jaroslava,Fujisawa,Senior Engineer,7/13/1993,51557
75221,Bilhanan,Pelc,Senior Staff,3/14/1992,40000
75221,Bilhanan,Pelc,Staff,3/15/1986,40000
75226,Nechama,Couchot,Senior Engineer,6/20/1996,46501
75228,Sadok,Bierman,Senior Engineer,4/8/1986,40560
75236,Supot,Lorin,Engineer,4/11/1986,40000
75236,Supot,Lorin,Senior Engineer,4/11/1994,40000
75249,Parto,Junet,Senior Staff,8/20/1993,40000
75249,Parto,Junet,Staff,8/20/1988,40000
75253,Kwee,Schaar,Engineer,12/21/1988,40000
75253,Kwee,Schaar,Senior Engineer,12/22/1995,40000
75272,Hidekazu,Imataki,Engineer,6/4/1989,40000
75272,Hidekazu,Imataki,Senior Engineer,6/4/1994,40000
75277,Arne,Demri,Staff,12/12/1996,87230
75285,Shahid,Ranft,Senior Engineer,3/3/1988,62245
75290,Maren,Kobara,Staff,1/2/1998,40000
75292,Lucien,Cairo,Senior Staff,1/10/1996,44885
75292,Lucien,Cairo,Staff,1/10/1987,44885
75308,Selwyn,Gire,Senior Staff,9/5/1998,40000
75308,Selwyn,Gire,Staff,9/5/1989,40000
75309,Shih,Weisert,Senior Staff,12/26/1986,58381
75314,Valter,Ranst,Senior Staff,3/3/1988,85932
75335,Supot,Versino,Senior Staff,6/9/1995,47284
75335,Supot,Versino,Staff,6/8/1988,47284
75347,Aemilian,Simmen,Assistant Engineer,1/25/1993,40000
75347,Aemilian,Simmen,Engineer,1/25/2002,40000
75370,Kwee,Alameldin,Senior Staff,3/9/1994,71492
75379,Geraldo,Desikan,Technique Leader,8/21/1986,40000
75388,Angus,Cangellaris,Senior Staff,2/16/1991,40000
75388,Angus,Cangellaris,Staff,2/16/1985,40000
75390,Ulf,Gewali,Senior Staff,7/23/1992,40000
75390,Ulf,Gewali,Staff,7/24/1987,40000
75406,Paraskevi,Luca,Senior Staff,9/17/1992,71315
75406,Paraskevi,Luca,Staff,9/17/1985,71315
75416,Chanjung,Pell,Engineer,5/19/1986,40000
75416,Chanjung,Pell,Senior Engineer,5/19/1995,40000
75417,Arif,Sanella,Engineer,2/22/1987,44184
75417,Arif,Sanella,Senior Engineer,2/22/1994,44184
75418,Kristine,Kroll,Engineer,7/27/1987,40000
75418,Kristine,Kroll,Senior Engineer,7/27/1995,40000
75435,Maria,Veccia,Technique Leader,11/4/1995,44486
75456,Lalit,Edelhoff,Technique Leader,5/11/1997,40000
75471,Karoline,Simmen,Senior Staff,6/19/1994,64883
75471,Karoline,Simmen,Staff,6/19/1988,64883
75477,Dekang,Tsukuda,Engineer,2/28/1986,40000
75477,Dekang,Tsukuda,Senior Engineer,2/28/1991,40000
75505,Jacopo,Isaac,Senior Staff,6/18/1991,57647
75505,Jacopo,Isaac,Staff,6/18/1985,57647
75506,Lokesh,Nastansky,Engineer,2/11/1986,71540
75506,Lokesh,Nastansky,Senior Engineer,2/11/1994,71540
75511,Jianhua,Luby,Engineer,3/14/1996,40000
75514,Jaihie,Ozeri,Engineer,8/9/1985,40000
75514,Jaihie,Ozeri,Senior Engineer,8/9/1991,40000
75530,Martial,Beutelspacher,Staff,8/29/1993,76080
75533,Tomoyuki,Coorg,Senior Staff,1/5/1986,69617
75538,Alenka,Krohm,Senior Engineer,4/8/1996,76716
75546,Geoffrey,Samarati,Senior Engineer,1/3/1986,40000
75549,King,Schiettecatte,Senior Staff,2/21/1991,72720
75549,King,Schiettecatte,Staff,2/21/1985,72720
75551,Sreekrishna,Schrift,Technique Leader,10/24/1986,53699
75561,Nahum,Jervis,Technique Leader,8/18/1987,52299
75568,Susanta,Meszaros,Engineer,12/16/1995,40000
75568,Susanta,Meszaros,Senior Engineer,12/15/2000,40000
75574,Utpal,Melton,Senior Staff,1/28/1992,79671
75574,Utpal,Melton,Staff,1/28/1986,79671
75589,Sudharsan,Ghazalie,Senior Staff,4/27/2002,41806
75589,Sudharsan,Ghazalie,Staff,4/27/1993,41806
75640,Bokyung,Pocchiola,Senior Staff,10/9/1991,87570
75640,Bokyung,Pocchiola,Staff,10/9/1986,87570
75643,Chrisa,Oberman,Assistant Engineer,4/16/1990,40000
75643,Chrisa,Oberman,Engineer,4/16/1995,40000
75643,Chrisa,Oberman,Senior Engineer,4/15/2000,40000
75646,Hideo,Cools,Engineer,3/6/1987,40000
75646,Hideo,Cools,Senior Engineer,3/6/1994,40000
75659,Saniya,Riefers,Technique Leader,1/10/1998,41129
75668,Sarita,Bratsberg,Senior Staff,4/7/1998,82285
75668,Sarita,Bratsberg,Staff,4/7/1993,82285
75688,Adamantios,Crooks,Staff,8/22/1998,58658
75695,Patricia,Speek,Engineer,4/20/1987,40000
75695,Patricia,Speek,Senior Engineer,4/20/1994,40000
75699,Toshimi,Uhrig,Senior Staff,3/7/1995,54831
75699,Toshimi,Uhrig,Staff,3/6/1988,54831
75704,Sanjoy,Zweizig,Engineer,9/16/1987,40000
75704,Sanjoy,Zweizig,Senior Engineer,9/15/1996,40000
75712,Aleksander,Sooriamurthi,Senior Engineer,12/9/1985,52333
75717,Waiman,Schach,Engineer,11/6/1991,59233
75717,Waiman,Schach,Senior Engineer,11/5/1997,59233
75722,Poorav,Furudate,Senior Staff,3/27/1997,45530
75722,Poorav,Furudate,Staff,3/27/1989,45530
75725,Stella,Rijsenbrij,Senior Staff,1/7/1998,55633
75725,Stella,Rijsenbrij,Staff,1/7/1990,55633
75737,Koldo,Jording,Senior Staff,12/26/1994,71231
75737,Koldo,Jording,Staff,12/26/1988,71231
75740,Mang,Range,Engineer,7/5/1985,40000
75740,Mang,Range,Senior Engineer,7/5/1991,40000
75741,Candido,Birsak,Senior Staff,7/9/1994,71341
75741,Candido,Birsak,Staff,7/9/1985,71341
75748,Xuejia,Varman,Senior Staff,9/8/1987,64885
75755,Harjit,Mullainathan,Engineer,2/27/1987,40119
75755,Harjit,Mullainathan,Senior Engineer,2/27/1995,40119
75785,Zissis,Irland,Senior Staff,3/24/1993,53290
75785,Zissis,Irland,Staff,3/24/1985,53290
75805,Berry,Benveniste,Senior Staff,8/18/1994,54047
75805,Berry,Benveniste,Staff,8/18/1987,54047
75832,Guiseppe,Sherertz,Engineer,6/19/1997,52362
75840,Unal,Baar,Senior Staff,9/16/1995,80223
75840,Unal,Baar,Staff,9/15/1988,80223
75851,Gor,Leonhardt,Engineer,11/7/1992,40000
75851,Gor,Leonhardt,Senior Engineer,11/7/1997,40000
75854,Shahab,Grabner,Engineer,7/27/1991,52809
75854,Shahab,Grabner,Senior Engineer,7/26/2000,52809
75868,Marko,Sadowski,Senior Staff,6/12/1993,56136
75868,Marko,Sadowski,Staff,6/12/1985,56136
75874,Tsz,Cusworth,Staff,8/17/1999,40000
75885,Tua,Strehl,Senior Staff,11/16/1994,49260
75885,Tua,Strehl,Staff,11/16/1987,49260
75891,Przemyslawa,Moffat,Staff,7/7/1997,45509
75900,Uri,Deverell,Senior Staff,3/29/1993,61099
75900,Uri,Deverell,Staff,3/30/1987,61099
75911,Jessie,Lipner,Assistant Engineer,12/18/1990,71590
75911,Jessie,Lipner,Engineer,12/18/1999,71590
75914,Ortrun,Mersereau,Senior Staff,9/2/1996,67441
75914,Ortrun,Mersereau,Staff,9/2/1989,67441
75915,Luisa,Maierhofer,Engineer,1/31/1994,40000
75915,Luisa,Maierhofer,Senior Engineer,1/31/2002,40000
75916,Dante,Besselaar,Engineer,4/24/1998,42232
75918,Maik,Rodiger,Engineer,7/29/1993,40000
75918,Maik,Rodiger,Senior Engineer,7/29/2001,40000
75923,Paddy,Krichel,Engineer,11/1/1986,40000
75923,Paddy,Krichel,Senior Engineer,10/31/1992,40000
75927,Mooi,Debuse,Technique Leader,8/8/1993,51255
75938,Naraig,McFarlan,Technique Leader,11/28/1985,40000
75944,Deborah,Rohrbach,Engineer,10/2/1985,40000
75944,Deborah,Rohrbach,Senior Engineer,10/2/1993,40000
75952,Luerbio,Toyoshima,Engineer,1/18/1993,47326
75952,Luerbio,Toyoshima,Senior Engineer,1/18/2001,47326
75956,Zine,Gaughan,Engineer,1/21/1995,40000
75956,Zine,Gaughan,Senior Engineer,1/20/2001,40000
75965,Geraldo,Babu,Senior Staff,9/29/1998,40000
75965,Geraldo,Babu,Staff,9/29/1989,40000
75971,Honesty,Kisuki,Engineer,1/3/1986,54962
75971,Honesty,Kisuki,Senior Engineer,1/3/1993,54962
75983,Martins,Kermarrec,Staff,12/9/1997,40000
75990,Irene,Montemayor,Senior Staff,5/4/2000,45551
75990,Irene,Montemayor,Staff,5/4/1992,45551
75994,Muzhong,Michaeli,Senior Staff,4/1/1991,64613
75994,Muzhong,Michaeli,Staff,4/1/1986,64613
75996,Eberhardt,Langford,Engineer,3/18/1989,40000
75996,Eberhardt,Langford,Senior Engineer,3/18/1997,40000
76006,Filipp,Vakili,Engineer,4/16/1985,40000
76006,Filipp,Vakili,Senior Engineer,4/16/1991,40000
76012,Barton,Hofting,Engineer,6/15/1989,76180
76012,Barton,Hofting,Senior Engineer,6/15/1995,76180
76018,Leon,Honglei,Senior Staff,8/20/1999,40000
76018,Leon,Honglei,Staff,8/20/1993,40000
76022,Xuejia,Hanabata,Assistant Engineer,6/26/1987,40000
76022,Xuejia,Hanabata,Engineer,6/25/1993,40000
76022,Xuejia,Hanabata,Senior Engineer,6/25/1999,40000
76030,TRUE,Jakobus,Senior Staff,6/29/2000,40000
76030,TRUE,Jakobus,Staff,6/30/1991,40000
76050,Perry,Pramanik,Engineer,1/27/1988,46334
76050,Perry,Pramanik,Senior Engineer,1/27/1995,46334
76077,Yunming,McAlpine,Senior Staff,2/13/1997,40000
76078,Hausi,Poehlman,Senior Staff,3/5/1996,87522
76078,Hausi,Poehlman,Staff,3/5/1988,87522
76085,Christfried,Bratsberg,Technique Leader,1/29/1993,71936
76092,Manohar,Sevcikova,Senior Staff,7/21/1993,40000
76092,Manohar,Sevcikova,Staff,7/21/1986,40000
76104,TRUE,Garrabrants,Staff,9/12/1994,45296
76121,Ioana,Vakili,Engineer,11/10/1986,40000
76121,Ioana,Vakili,Senior Engineer,11/10/1993,40000
76136,Sakthirel,Rando,Staff,5/11/1998,40000
76137,Utz,Llado,Senior Staff,7/25/1992,40000
76137,Utz,Llado,Staff,7/26/1987,40000
76139,Mark,Speer,Senior Staff,7/31/1995,85585
76139,Mark,Speer,Staff,7/30/1988,85585
76142,Nikolaos,Ambroszkiewicz,Senior Staff,7/20/1995,88018
76143,Perla,Cappelletti,Senior Staff,8/8/1994,54568
76143,Perla,Cappelletti,Staff,8/8/1987,54568
76144,Khue,Clemencon,Technique Leader,10/31/1988,40000
76145,Mitsuyuki,Byoun,Technique Leader,10/19/1986,43979
76151,Manton,Marakhovsky,Engineer,8/30/1992,40000
76151,Manton,Marakhovsky,Senior Engineer,8/30/2001,40000
76159,Almudena,Molenaar,Engineer,12/11/1997,70738
76177,Kerryn,Sommen,Technique Leader,8/28/1993,40000
76198,Toshiki,Waeselynck,Engineer,6/1/1986,50818
76198,Toshiki,Waeselynck,Senior Engineer,6/1/1993,50818
76211,Kenton,Hashii,Senior Staff,9/13/1996,47848
76211,Kenton,Hashii,Staff,9/14/1991,47848
76225,Dinkar,Zumaque,Senior Staff,4/5/2001,61079
76225,Dinkar,Zumaque,Staff,4/5/1996,61079
76234,Takahito,Lovengreen,Engineer,4/6/1987,40000
76234,Takahito,Lovengreen,Senior Engineer,4/4/1992,40000
76239,Nectarios,Baca,Assistant Engineer,7/14/1986,58939
76239,Nectarios,Baca,Engineer,7/14/1995,58939
76247,Mads,Azuma,Senior Staff,10/3/1994,82475
76247,Mads,Azuma,Staff,10/3/1988,82475
76250,Fumiyo,Linnainmaa,Assistant Engineer,3/7/1991,40000
76250,Fumiyo,Linnainmaa,Engineer,3/6/2000,40000
76252,Marco,Khamsi,Senior Staff,5/20/1992,53468
76252,Marco,Khamsi,Staff,5/21/1987,53468
76265,Doowon,Stavenow,Assistant Engineer,10/17/1987,48981
76265,Doowon,Stavenow,Engineer,10/16/1993,48981
76265,Doowon,Stavenow,Senior Engineer,10/16/1999,48981
76277,Yuqun,Schieder,Senior Staff,6/30/1992,40000
76277,Yuqun,Schieder,Staff,7/1/1987,40000
76278,Oldrich,Heiserman,Engineer,3/17/1987,40000
76278,Oldrich,Heiserman,Senior Engineer,3/16/1996,40000
76293,Nagui,Reinhart,Engineer,4/3/1985,56496
76293,Nagui,Reinhart,Senior Engineer,4/3/1993,56496
76300,Ranga,Luan,Senior Staff,8/2/2000,82199
76300,Ranga,Luan,Staff,8/3/1995,82199
76322,Sanjoy,Pepe,Senior Staff,9/6/1995,62824
76322,Sanjoy,Pepe,Staff,9/6/1986,62824
76325,Rosalie,Maierhofer,Staff,3/21/1999,75110
76331,Jaroslava,Delgrange,Staff,8/25/1999,71238
76339,Aloys,Ohori,Assistant Engineer,1/13/1996,40000
76358,Jordanka,Chinal,Engineer,6/3/1985,42161
76358,Jordanka,Chinal,Senior Engineer,6/3/1994,42161
76373,Duangkaew,Tsunoo,Senior Staff,6/23/1997,40000
76373,Duangkaew,Tsunoo,Staff,6/23/1989,40000
76374,Giao,Brookman,Engineer,5/5/1997,49230
76396,Khun,Kakkad,Senior Staff,4/15/1995,40000
76396,Khun,Kakkad,Staff,4/14/1988,40000
76398,Younwoo,Heijenga,Senior Staff,1/31/2000,40000
76408,JiYoung,Ananiadou,Engineer,1/11/1988,52122
76408,JiYoung,Ananiadou,Senior Engineer,1/10/1993,52122
76425,Kshitij,Hockney,Engineer,11/21/1987,40000
76425,Kshitij,Hockney,Senior Engineer,11/20/1996,40000
76427,Dhritiman,Conte,Senior Staff,1/26/1988,62489
76443,Ute,Arlazarov,Senior Staff,5/4/1990,54959
76443,Ute,Arlazarov,Staff,5/4/1985,54959
76444,Geoff,Validov,Senior Engineer,10/12/1987,46190
76455,Jolita,Redmiles,Senior Staff,1/29/1992,76827
76455,Jolita,Redmiles,Staff,1/29/1987,76827
76465,Jessie,Smailagic,Senior Engineer,10/4/1991,58695
76477,Fumitake,Callaway,Engineer,5/22/1990,65586
76477,Fumitake,Callaway,Senior Engineer,5/22/1995,65586
76484,Leucio,Raoux,Senior Staff,1/15/1996,40000
76484,Leucio,Raoux,Staff,1/15/1988,40000
76488,Baruch,Sridhar,Technique Leader,6/19/1988,50923
76493,Mansur,Oxman,Senior Staff,6/2/2000,55377
76493,Mansur,Oxman,Staff,6/2/1992,55377
76516,Arnd,Kroll,Senior Staff,6/29/1998,48406
76516,Arnd,Kroll,Staff,6/29/1989,48406
76521,Uinam,Fritzsche,Engineer,8/24/1999,40000
76530,Honesty,Benner,Engineer,9/9/1988,40000
76530,Honesty,Benner,Senior Engineer,9/9/1996,40000
76536,Mikhail,Daescu,Senior Engineer,10/31/1989,40000
76539,Cordelia,Monarch,Engineer,2/5/1987,40000
76539,Cordelia,Monarch,Senior Engineer,2/4/1993,40000
76541,Nigel,Bharadwaj,Senior Staff,3/3/1993,55935
76541,Nigel,Bharadwaj,Staff,3/4/1987,55935
76543,Reinhold,Miculan,Senior Staff,11/14/1993,44805
76543,Reinhold,Miculan,Staff,11/14/1986,44805
76549,Goetz,Narwekar,Senior Staff,4/21/1986,57651
76562,Renee,Basart,Senior Staff,10/30/1995,65292
76562,Renee,Basart,Staff,10/30/1986,65292
76586,Karlis,Schurmann,Engineer,7/7/1987,69510
76586,Karlis,Schurmann,Senior Engineer,7/7/1995,69510
76590,Mats,Bazelow,Senior Staff,8/30/1994,57753
76590,Mats,Bazelow,Staff,8/30/1987,57753
76605,Randy,Slobodova,Senior Staff,11/30/1991,71334
76642,Hein,Goldhammer,Engineer,12/5/1985,48958
76642,Hein,Goldhammer,Senior Engineer,12/5/1990,48958
76644,Huei,Junet,Engineer,12/11/1998,71195
76667,Luisa,Puppe,Senior Staff,7/5/1997,57004
76667,Luisa,Puppe,Staff,7/5/1988,57004
76672,Remko,Peris,Engineer,12/7/1988,40000
76672,Remko,Peris,Senior Engineer,12/7/1993,40000
76673,Cathie,Rando,Engineer,2/18/1988,51965
76673,Cathie,Rando,Senior Engineer,2/17/1997,51965
76680,Uriel,Collette,Senior Staff,1/7/1998,40000
76680,Uriel,Collette,Staff,1/7/1989,40000
76687,Heeju,Siochi,Senior Engineer,1/7/1987,78762
76689,Mansur,Steinauer,Engineer,6/15/1993,46470
76689,Mansur,Steinauer,Senior Engineer,6/15/2001,46470
76690,Shaowen,Danley,Engineer,1/12/1987,62839
76690,Shaowen,Danley,Senior Engineer,1/12/1994,62839
76696,Saniya,Steenbeek,Staff,2/27/1998,56373
76703,Hairong,Huttel,Engineer,1/8/1992,59619
76703,Hairong,Huttel,Senior Engineer,1/8/1999,59619
76704,Valery,Shackel,Engineer,9/10/1988,57468
76704,Valery,Shackel,Senior Engineer,9/10/1993,57468
76709,Berto,Georg,Engineer,7/11/1988,40000
76709,Berto,Georg,Senior Engineer,7/11/1996,40000
76724,Gino,Lueh,Senior Staff,5/24/1996,40000
76724,Gino,Lueh,Staff,5/25/1987,40000
76727,Valeri,Dusink,Engineer,4/28/1988,56046
76727,Valeri,Dusink,Senior Engineer,4/28/1994,56046
76743,Mechthild,Simmel,Senior Staff,10/21/1997,54202
76743,Mechthild,Simmel,Staff,10/21/1988,54202
76749,Luise,Raoux,Staff,8/1/1994,52584
76750,Tomoyuki,Eastman,Technique Leader,7/27/1994,45909
76754,Sanjay,Roison,Engineer,11/22/1987,40000
76754,Sanjay,Roison,Senior Engineer,11/22/1994,40000
76759,Zvonko,Hammerschmidt,Staff,2/16/1999,78279
76760,Adib,Bale,Assistant Engineer,2/4/1993,48303
76760,Adib,Bale,Engineer,2/4/2002,48303
76761,Raimond,Aloia,Senior Staff,2/14/1994,72745
76761,Raimond,Aloia,Staff,2/14/1987,72745
76764,Shuzo,Gien,Engineer,10/28/1988,40000
76764,Shuzo,Gien,Senior Engineer,10/27/1996,40000
76766,Sariel,Maierhofer,Senior Staff,8/27/1987,40000
76772,Gao,Garigliano,Senior Engineer,3/7/1991,42932
76775,Arfst,Pietrzykowski,Engineer,4/25/1988,42433
76775,Arfst,Pietrzykowski,Senior Engineer,4/25/1996,42433
76786,Tomofumi,Karlin,Engineer,7/8/1987,40000
76786,Tomofumi,Karlin,Senior Engineer,7/8/1994,40000
76809,Sariel,Zhiwei,Engineer,12/20/1989,40000
76809,Sariel,Zhiwei,Senior Engineer,12/20/1997,40000
76811,Ronnie,Kushner,Staff,5/15/1997,58545
76813,Tua,Pietrzykowski,Engineer,2/26/1991,57616
76813,Tua,Pietrzykowski,Senior Engineer,2/26/2000,57616
76816,Aamod,Terlouw,Engineer,3/18/1996,42142
76822,Rafail,Gniady,Engineer,7/3/1986,40000
76822,Rafail,Gniady,Senior Engineer,7/3/1993,40000
76825,Sasan,Zaumen,Engineer,3/25/1986,43803
76825,Sasan,Zaumen,Senior Engineer,3/25/1991,43803
76843,Dmitri,Bhattacharjee,Engineer,10/11/1987,40000
76843,Dmitri,Bhattacharjee,Senior Engineer,10/10/1993,40000
76853,Sanjit,Puppo,Engineer,8/25/1986,56045
76853,Sanjit,Puppo,Senior Engineer,8/25/1994,56045
76878,Abdelwaheb,Turnbull,Staff,7/30/1995,64870
76886,Shaw,Makrucki,Engineer,8/4/1989,53551
76886,Shaw,Makrucki,Senior Engineer,8/4/1997,53551
76895,Souichi,Meriste,Engineer,4/1/1993,50137
76895,Souichi,Meriste,Senior Engineer,4/1/2000,50137
76897,Achilleas,Bamford,Engineer,7/27/1999,50411
76899,Hongzhu,Comte,Engineer,6/5/1987,43647
76899,Hongzhu,Comte,Senior Engineer,6/5/1995,43647
76905,Honesty,Rajcani,Staff,2/6/1994,40000
76909,Samphel,Luft,Engineer,12/5/1992,40000
76909,Samphel,Luft,Senior Engineer,12/5/2001,40000
76916,Yonghong,Morton,Engineer,3/19/1985,49653
76916,Yonghong,Morton,Senior Engineer,3/19/1992,49653
76923,Shigehito,Blokdijk,Engineer,6/22/1994,52481
76923,Shigehito,Blokdijk,Senior Engineer,6/22/1999,52481
76957,Saniya,Rosca,Technique Leader,5/14/1988,65976
76961,Luisa,Nishimukai,Engineer,5/26/1987,56789
76961,Luisa,Nishimukai,Senior Engineer,5/25/1992,56789
76977,Sigeru,Stroustrup,Senior Staff,3/20/1994,66149
76977,Sigeru,Stroustrup,Staff,3/20/1985,66149
76979,Claude,Fiutem,Senior Staff,12/2/1997,52198
76979,Claude,Fiutem,Staff,12/2/1988,52198
76985,Amalendu,Fontan,Senior Engineer,3/15/1991,40000
77002,Aran,Ratnakar,Senior Engineer,10/23/1988,55048
77005,Hercules,Rosin,Staff,9/1/1997,76482
77014,Barry,Redmiles,Technique Leader,4/25/1986,40000
77039,Susanta,Walston,Engineer,2/25/1987,40000
77039,Susanta,Walston,Senior Engineer,2/25/1994,40000
77043,Shaibal,Argence,Senior Staff,12/16/1987,81984
77052,Pohua,Hagimont,Engineer,7/11/1999,44033
77059,Garnik,Slobodova,Senior Staff,7/29/1996,56707
77059,Garnik,Slobodova,Staff,7/30/1987,56707
77060,Menkae,Kleiser,Engineer,1/29/1999,40000
77067,Cheong,Tokunaga,Engineer,6/2/1985,48950
77067,Cheong,Tokunaga,Senior Engineer,6/2/1992,48950
77068,Leucio,Rattan,Engineer,12/4/1988,40000
77068,Leucio,Rattan,Senior Engineer,12/4/1993,40000
77081,Rance,Fritzsche,Senior Staff,6/17/1994,55308
77081,Rance,Fritzsche,Staff,6/17/1986,55308
77089,Renee,Wrigley,Engineer,8/25/1988,59550
77089,Renee,Wrigley,Senior Engineer,8/25/1997,59550
77100,Mihalis,Baaleh,Senior Engineer,12/25/1986,41249
77102,Gad,Hettesheimer,Senior Staff,8/7/1993,64931
77102,Gad,Hettesheimer,Staff,8/7/1985,64931
77138,Haldun,Karner,Staff,12/4/1997,60043
77144,Gill,Milicia,Senior Staff,8/17/1992,84757
77147,Elrique,Baez,Engineer,12/13/1999,84965
77159,Naftaly,Awdeh,Senior Staff,11/11/2000,50881
77159,Naftaly,Awdeh,Staff,11/12/1994,50881
77173,Sachem,Merey,Senior Staff,12/18/1987,95344
77179,Gonzalo,Garigliano,Staff,4/20/1999,40000
77181,Aiman,Irland,Senior Engineer,8/4/1997,40000
77184,Vatsa,Kusakari,Senior Engineer,3/26/1986,54473
77186,Irene,Crooks,Senior Staff,10/27/1993,69031
77186,Irene,Crooks,Staff,10/27/1985,69031
77193,Keiichiro,Benzmuller,Assistant Engineer,11/22/1993,40000
77193,Keiichiro,Benzmuller,Engineer,11/22/2001,40000
77195,Owen,Birrer,Senior Staff,10/13/1992,40000
77195,Owen,Birrer,Staff,10/14/1987,40000
77196,Lillian,Benner,Senior Staff,3/13/1993,50999
77196,Lillian,Benner,Staff,3/13/1985,50999
77201,Kiyotoshi,Butner,Staff,12/13/1999,82923
77205,Toshiki,Nivat,Senior Staff,1/13/1994,65533
77208,Bartek,Malabarba,Technique Leader,11/23/1999,61014
77211,Kasturi,Msuda,Senior Staff,12/24/1998,40000
77212,Shaowen,Einsfeld,Technique Leader,11/24/1998,40000
77218,Zhilian,Hettesheimer,Engineer,2/10/1997,40449
77225,Tomokazu,Cannard,Engineer,6/4/1986,40000
77225,Tomokazu,Cannard,Senior Engineer,6/4/1994,40000
77231,Yuqun,Luft,Engineer,12/7/1988,44555
77231,Yuqun,Luft,Senior Engineer,12/8/1995,44555
77232,Kinh,Krogh,Senior Staff,11/13/1994,47571
77232,Kinh,Krogh,Staff,11/13/1985,47571
77234,Kazuhisa,Krohm,Engineer,5/1/1986,60691
77234,Kazuhisa,Krohm,Senior Engineer,5/1/1991,60691
77241,Uri,Sommen,Engineer,7/24/1992,55656
77241,Uri,Sommen,Senior Engineer,7/24/1997,55656
77244,Garnet,Docker,Staff,1/18/1997,53011
77263,Arto,Keustermans,Senior Staff,9/30/1995,87513
77263,Arto,Keustermans,Staff,9/29/1988,87513
77279,Xuejun,Burnard,Staff,8/31/1997,55081
77292,Berhard,Roccetti,Assistant Engineer,1/25/1995,40000
77292,Berhard,Roccetti,Engineer,1/25/2002,40000
77295,Weijing,Taubman,Senior Staff,6/17/1993,40000
77295,Weijing,Taubman,Staff,6/17/1985,40000
77297,Wanqing,Zumaque,Staff,4/14/1999,57173
77302,Lihong,Reinhart,Engineer,12/29/1985,43088
77302,Lihong,Reinhart,Senior Engineer,12/29/1994,43088
77314,Augustine,Fabrizio,Engineer,12/16/1986,62273
77314,Augustine,Fabrizio,Senior Engineer,12/15/1992,62273
77316,Peternela,Milicic,Engineer,12/13/1987,59063
77316,Peternela,Milicic,Senior Engineer,12/13/1995,59063
