emp_no,first_name,last_name,title,from_date
82721,Arvind,Showalter,Senior Staff,4/25/1997
82737,Kien,Mamelak,Technique Leader,2/1/1994
82747,Kankanahalli,Danlos,Engineer,1/21/1995
82751,Nirmal,Haumacher,Senior Engineer,8/8/1995
82760,Weiwu,Dulay,Senior Engineer,12/11/1992
82761,Mabry,Underwood,Senior Staff,1/22/1995
82774,Aral,Maierhofer,Senior Staff,2/28/1996
82808,Sumant,Reinhart,Senior Engineer,9/11/1985
82812,Heather,Morrey,Senior Engineer,1/22/1986
82815,Alper,Ranum,Senior Engineer,5/25/1997
82821,Bokyung,Cappelletti,Senior Engineer,2/17/1987
82823,Geraldo,Alvarado,Senior Engineer,11/21/1992
82834,Kersti,Lieblein,Senior Engineer,6/5/1991
82835,Jaber,Dredge,Senior Engineer,4/17/1995
82849,Makato,VanScheik,Senior Staff,10/12/1992
82856,Hidefumi,Erez,Senior Engineer,7/2/1993
82858,TRUE,Taubman,Senior Staff,6/25/1995
82875,Domenick,Terekhov,Senior Staff,10/21/1994
82886,Rayond,Pettis,Senior Engineer,4/29/1998
82893,Junsik,Unni,Senior Staff,7/21/1995
82895,Ramya,Peck,Senior Engineer,1/25/1999
82905,Domenick,Luks,Senior Engineer,8/19/1991
82911,Irena,Bierman,Staff,11/5/1999
82944,Alois,Gomatam,Technique Leader,2/18/1993
82970,Qiwen,Servieres,Senior Staff,12/26/2001
82979,Magdalena,Yeung,Technique Leader,3/24/1999
82981,Fayez,Mitina,Senior Engineer,1/30/1996
82992,Jixiang,Marwedel,Senior Engineer,11/12/1995
82996,Shahab,Ramras,Senior Engineer,11/7/1994
82998,Mary,Linares,Senior Staff,3/26/1990
83000,Apostol,Talmor,Senior Engineer,8/26/1993
83009,Francesca,Gerteisen,Senior Staff,1/15/1993
83018,Ohad,Kitsuregawa,Senior Engineer,12/21/1994
83035,Mart,Lamparter,Technique Leader,5/9/1992
83039,Yonghong,Facello,Senior Staff,6/15/2001
83052,Henk,Whitcomb,Engineer,9/30/1996
83055,Kwun,Luon,Staff,6/2/1999
83056,Muneo,Pesch,Senior Engineer,5/24/1994
83057,Niteen,Passafiume,Senior Staff,12/19/1993
83068,Cristinel,Kawashima,Senior Engineer,10/27/2000
83092,Bernt,Kranzdorf,Senior Engineer,4/20/1993
83106,Limsoon,Wossner,Senior Engineer,10/19/1997
83123,Aemilian,Randt,Staff,9/1/1997
83125,Frederique,Staudhammer,Senior Engineer,5/12/1993
83143,Luisa,Krupka,Senior Engineer,4/19/1999
83167,Nagui,Chachaty,Senior Staff,7/14/1997
83168,Yechiam,Danner,Senior Staff,7/7/1993
83179,Jaques,Ermel,Senior Staff,8/31/1997
83189,Kristian,Birrer,Senior Engineer,1/7/1996
83194,Vidar,Bridgland,Senior Staff,1/30/2002
83210,Seongbae,Zockler,Senior Engineer,2/3/2002
83230,Jaana,Lammel,Senior Engineer,11/11/1997
83232,Satyanarayana,Chimia,Senior Engineer,6/21/1996
83233,Kerryn,Giarratana,Engineer,12/3/1996
83244,Constantine,Hiroyama,Senior Staff,9/17/1992
83260,Premsyl,Markovitch,Senior Staff,6/25/1987
83284,Genta,Ghalwash,Senior Engineer,12/12/1991
83294,Gudjon,Petersohn,Technique Leader,6/21/1997
83296,Pascal,Lorin,Technique Leader,4/26/1987
83304,Lenore,Pocchiola,Senior Staff,9/14/1990
83310,Tsvetan,Valette,Senior Engineer,5/2/1998
83326,Rajmohan,Schlegelmilch,Senior Engineer,6/1/1994
83328,Ute,Demri,Senior Engineer,8/30/1998
83334,Arno,Thebaut,Senior Staff,5/31/1985
83336,Ewing,Zongker,Staff,1/6/1999
83342,King,Piancastelli,Engineer,6/9/1999
83348,Bokyung,Kuszyk,Senior Engineer,9/16/1986
83356,Vishwani,Begiun,Senior Engineer,3/20/1997
83375,Anestis,Kenevan,Assistant Engineer,5/19/1998
83381,Dietrich,Borovoy,Senior Engineer,5/7/1995
83385,Berry,Falco,Senior Staff,5/9/1997
83392,Evgueni,Junet,Senior Engineer,3/29/1996
83408,Brewster,Pettey,Senior Engineer,1/31/1999
83411,Tonny,Swiss,Senior Staff,5/15/1996
83436,Ult,Serdy,Assistant Engineer,9/7/1999
83443,Shigeu,Nooteboom,Senior Engineer,7/14/1994
83448,Heping,Polajnar,Senior Staff,5/20/1999
83468,Charlene,Beilner,Staff,4/9/1998
83476,Steve,Porenta,Senior Staff,10/22/1998
83477,Jayson,Frijda,Engineer,10/11/1998
83478,Goa,Budinsky,Senior Staff,4/6/1986
83493,Oksana,Danlos,Senior Engineer,5/30/1985
83506,Mohamadou,Lamma,Senior Engineer,7/1/1994
83507,Shugo,Chimia,Senior Staff,8/22/1995
83515,Fay,Collavizza,Senior Engineer,12/30/1987
83531,DAIDA,Pezzoli,Senior Staff,2/22/1996
83540,Rafail,Andreotta,Technique Leader,9/10/1988
83546,Maha,Kawashimo,Senior Engineer,4/12/1991
83557,Elvis,Candan,Engineer,4/9/1995
83559,Mircea,Schmittgen,Engineer,6/29/1996
83565,Nevio,Beidas,Senior Staff,6/9/1995
83573,Slavian,Thummel,Senior Engineer,4/15/1992
83574,Gonzalo,Masamoto,Senior Staff,10/10/1994
83576,Mayumi,Cronan,Senior Engineer,12/19/1994
83583,Guadalupe,Sethi,Senior Staff,1/19/1993
83584,Bojan,Weiland,Senior Engineer,2/15/2000
83585,Susuma,Himler,Senior Engineer,12/3/1993
83592,Georgy,Baek,Senior Engineer,2/1/1998
83595,Divine,Koshino,Senior Engineer,3/25/1993
83600,Muzhong,Mayerwieser,Senior Engineer,7/29/1994
83614,Takanari,Schach,Senior Engineer,10/5/1992
83626,Reuven,Maccarone,Technique Leader,2/1/1987
83629,Tamiya,Fabrizio,Senior Engineer,6/10/1987
83634,Danae,Randi,Senior Staff,6/24/1993
83643,Jinxi,Tsukune,Engineer,11/9/1998
83650,Mariangiola,Raoux,Senior Engineer,3/13/1997
83669,Kasidit,Zlotek,Senior Engineer,9/7/1986
83698,Adib,Krohn,Senior Staff,11/17/1985
83699,Fayez,Luby,Senior Staff,6/9/1999
83715,Zeydy,Steinauer,Engineer,10/16/1996
83730,Dharmaraja,Lorie,Senior Staff,12/20/1985
83747,Kristine,Schwabacher,Senior Staff,8/26/1990
83748,Hyuncheol,Molberg,Engineer,7/29/2000
83753,Sachar,Liedekerke,Engineer,3/4/1999
83756,Constantijn,Esposito,Senior Engineer,6/13/1995
83757,Radhia,Zielinski,Senior Engineer,3/20/1995
83768,Mark,Ariola,Senior Staff,3/5/1995
83778,Premsyl,Nitto,Senior Staff,4/14/1994
83787,Xuejia,Lanzelotte,Senior Staff,8/19/1993
83792,Otmar,Nishimukai,Senior Staff,10/8/2001
83797,Kazuhisa,Fontan,Senior Staff,12/4/1997
83798,Shigeo,Kropp,Senior Engineer,11/9/1994
83804,Iara,Kragelund,Senior Engineer,2/6/1997
83806,Froduald,Kumaresan,Senior Engineer,8/23/1999
83808,Danel,Setiz,Senior Staff,1/23/1995
83822,Menkae,Haddadi,Senior Engineer,9/6/1996
83829,Cristinel,Zielinski,Senior Staff,3/15/1995
83845,Franziska,Chleq,Senior Staff,2/26/1995
83849,Shaleah,Schwartzburd,Senior Engineer,1/19/1997
83850,Mooi,Bugaenko,Senior Staff,4/17/1994
83856,Udi,Ernst,Senior Staff,6/4/1998
83858,Gregory,Matzke,Engineer,12/14/1995
83873,Jaihie,Bednarek,Senior Staff,4/14/1994
83875,Neelam,Herber,Senior Staff,9/17/1995
83881,Gino,Michaels,Engineer,5/9/1995
83887,Doohun,Ciolek,Senior Staff,3/17/1994
83895,Hyuncheol,Pettey,Technique Leader,3/27/1988
83898,Erzsebet,England,Technique Leader,9/4/1985
83905,Alejandra,Savasere,Senior Staff,5/12/1992
83910,Zdislav,Flexer,Technique Leader,12/25/1988
83913,Xuejia,Mitsuhashi,Senior Engineer,12/22/1991
83923,Bedir,Garnham,Engineer,2/13/1996
83928,Paraskevi,Apsitis,Senior Staff,10/30/1987
83934,Mabhin,Edelhoff,Senior Engineer,12/13/2000
83947,Lucien,Usdin,Senior Engineer,10/20/1991
83949,Tomokazu,Biran,Engineer,1/13/1998
83968,Giap,Rando,Senior Engineer,8/31/1993
83977,Masali,Yetim,Senior Staff,3/19/1993
83980,Zhigen,Vrecion,Senior Engineer,6/24/1994
83984,Mingsen,Pluym,Staff,5/5/1998
83986,Danae,Cusworth,Senior Staff,4/8/1993
83988,Georg,Kruskal,Senior Staff,4/16/1991
84000,Val,Antonakopoulos,Senior Engineer,7/5/1989
84001,Badri,Facello,Senior Engineer,6/20/2001
84012,Marko,Salvesen,Engineer,10/2/1995
84021,Parviz,Bierbaum,Senior Staff,8/1/1992
84025,Ugo,Ariola,Technique Leader,1/20/1987
84042,Gita,Maraist,Senior Staff,9/15/1993
84048,Lillian,Portugali,Technique Leader,6/21/1985
84051,Kirk,Taubman,Staff,7/11/1999
84059,Lidong,Hofting,Senior Engineer,6/7/1995
84061,Khaled,Gopalakrishnan,Senior Staff,7/31/1992
84062,Shuichi,Comyn,Senior Engineer,7/17/1994
84066,Jianhui,Thambidurai,Senior Engineer,8/15/1994
84093,Masamitsu,Cronau,Engineer,2/11/1996
84095,Ziyad,Boudaillier,Senior Staff,9/29/1997
84098,Shalesh,Merle,Senior Staff,3/23/1994
84114,Gaetan,Naudin,Senior Engineer,8/26/2001
84137,Genevieve,Baik,Senior Staff,10/18/1995
84138,Jovan,Maginnis,Senior Engineer,9/9/1992
84144,Radhia,Wursthorn,Senior Staff,3/24/1987
84160,Jaideep,Sherertz,Staff,8/16/1995
84188,Serenella,Holburn,Senior Engineer,11/5/1996
84202,Atreye,Serre,Senior Engineer,10/29/1993
84214,Van,Chaudhuri,Engineer,5/13/1996
84219,DeForest,Vuskovic,Senior Staff,7/2/2000
84242,Tremaine,Panienski,Senior Staff,10/4/1995
84255,Ramalingam,Nations,Senior Staff,6/5/1993
84260,Gunilla,Boreale,Technique Leader,11/9/1991
84263,Jackson,Henseler,Senior Staff,9/20/1998
84268,Kazuhira,Belinskaya,Senior Engineer,5/22/1992
84282,Saddek,Mateescu,Engineer,3/10/1996
84283,Gal,Slaats,Engineer,6/10/1999
84292,Leaf,Luff,Senior Engineer,11/3/1990
84305,Minghong,Kalloufi,Senior Engineer,6/26/1986
84318,Shin,Lally,Senior Staff,1/1/1996
84322,Berto,Gide,Engineer,9/29/1999
84331,Ziyad,Rousseau,Staff,11/10/1999
84334,Zdislav,Emden,Senior Staff,10/29/1990
84340,Moriyoshi,Granlund,Senior Staff,8/15/1997
84353,Genta,Pesch,Staff,6/2/1999
84362,JoAnne,Maccarone,Technique Leader,6/12/1989
84370,Fei,Reghbati,Senior Staff,3/8/1986
84382,Harjit,Wallrath,Senior Engineer,10/18/1987
84388,Chikako,Sifakis,Engineer,10/14/2001
84393,Marke,Yemenis,Senior Staff,4/23/1990
84407,Chaoyi,Plessier,Senior Staff,1/17/1998
84408,Itzchak,Kruskal,Senior Staff,12/1/1995
84412,Somnath,Delgrande,Senior Staff,6/28/1987
84416,Satosi,Lanphier,Senior Staff,10/19/1997
84419,Hailing,Foote,Senior Engineer,4/21/1986
84421,Lokesh,Schaar,Senior Engineer,9/24/2001
84427,IEEE,Valiente,Senior Engineer,4/8/1985
84459,Amalendu,Barreiro,Engineer,11/13/1998
84475,Kien,Erni,Assistant Engineer,3/1/1997
84487,Apostol,Hashii,Senior Engineer,12/16/1992
84502,Murthy,Tomescu,Engineer,2/1/1999
84510,Matt,Leaver,Technique Leader,3/17/1988
84552,Pramod,Sidou,Engineer,4/29/1999
84553,Ekawit,Lamparter,Senior Engineer,7/31/1986
84568,Denny,Peltason,Senior Engineer,2/22/1989
84578,Shigeaki,Chorvat,Senior Staff,10/8/1992
84587,Sangeeta,Bressoud,Senior Engineer,1/9/1989
84596,Poornachandra,Picht,Technique Leader,5/26/1986
84600,Sham,Chachaty,Senior Engineer,5/2/1994
84606,Gully,Kawashimo,Senior Engineer,2/17/1993
84626,Yonghong,Pena,Engineer,1/22/1997
84629,Heon,Kaltofen,Senior Staff,12/18/1986
84656,Danai,Lubachevsky,Senior Engineer,9/27/1991
84662,Sanjeeva,Kalafatis,Senior Staff,10/4/1999
84671,Lenore,Dalphin,Senior Engineer,3/27/1993
84672,Mihalis,Lamparter,Senior Staff,7/29/1988
84685,Alejandra,Jullig,Senior Engineer,7/13/1992
84686,Rosli,Vieri,Senior Engineer,7/23/1995
84707,Odinaldo,Ushiama,Senior Engineer,8/27/2001
84720,Akemi,Champarnaud,Senior Staff,2/7/1996
84722,Hercules,Slutz,Senior Engineer,12/11/1990
84725,Zejun,Boyle,Senior Engineer,9/15/1996
84734,Khedija,Kadhim,Senior Engineer,7/26/1993
84743,Juichirou,Picaronny,Assistant Engineer,7/30/1998
84747,Yoshinari,Felcyn,Senior Staff,12/6/1988
84748,Jianhao,Crelier,Engineer,8/2/1997
84758,Toong,Usery,Senior Engineer,7/10/1994
84773,Naraig,Frolund,Senior Engineer,2/7/1995
84797,Tadanori,Baig,Technique Leader,8/27/1985
84809,Hironoby,Zobel,Senior Engineer,6/3/2002
84821,Magy,Vieri,Senior Staff,5/7/1998
84827,Moheb,Schmittgen,Engineer,6/23/1998
84849,Kenroku,Carrera,Senior Engineer,1/26/1994
84860,Paris,Angot,Senior Engineer,7/21/1992
84883,Vishv,Khalil,Senior Staff,8/6/2001
84901,Lucien,Peak,Staff,10/28/1995
84907,Miomir,Smailagic,Senior Staff,11/22/1987
84910,Kaijung,Mondadori,Senior Staff,9/18/1998
84916,Saddek,Jiafu,Senior Staff,6/27/1992
84917,Rafael,Fetvedt,Engineer,4/26/1996
84931,Basem,Sommer,Senior Staff,11/16/1996
84933,Sailaja,Plessier,Senior Engineer,8/28/1987
84943,Hugo,Benantar,Senior Engineer,11/2/1997
84945,DeForest,Hinsberger,Senior Staff,4/29/1992
84974,Baocai,Pell,Technique Leader,6/6/1993
84976,Eran,Perez,Senior Staff,11/29/1994
84982,Gino,Biron,Senior Staff,2/4/1992
84983,Shigeo,Bashian,Senior Engineer,7/9/1992
84994,Seongbae,Haraldson,Senior Staff,5/2/1993
84999,Turgut,Koblitz,Senior Staff,10/4/1996
85007,Tze,Hiyoshi,Senior Staff,10/19/1995
85015,Lijia,Lipner,Senior Staff,1/21/2002
85017,Falguni,Swiler,Senior Staff,7/12/1991
85018,Marjo,Billingsley,Engineer,1/24/1996
85020,Tiina,Peir,Senior Staff,3/27/1994
85024,Zeydy,Hmelo,Senior Staff,12/24/1987
85028,Ebru,Heydon,Senior Staff,1/20/1998
85033,Garnet,Luke,Senior Staff,4/3/1991
85040,Chikako,Legleitner,Senior Staff,2/11/2000
85057,Charlene,Sadowsky,Senior Engineer,5/17/1995
85062,Vasilis,Luks,Senior Engineer,8/13/1988
85079,Shan,Wossner,Senior Staff,9/19/1994
85080,Munir,Hofmeyr,Senior Engineer,5/5/2001
85096,Xinglin,Feinberg,Engineer,2/8/1998
85109,Ottavia,Rebaine,Assistant Engineer,12/14/1998
85111,Sastry,Kavraki,Senior Staff,5/10/1994
85119,Xiaobin,Himler,Senior Staff,12/1/1987
85139,Joydip,Tagansky,Senior Staff,3/18/1995
85146,Hironobu,Nittel,Senior Staff,7/25/1997
85150,Olivera,Cangellaris,Senior Engineer,4/5/1997
85154,Moss,Narahara,Senior Staff,4/24/1993
85159,Kendra,Buescher,Senior Staff,6/6/2000
85173,Stepehn,Coombs,Senior Staff,1/26/1997
85184,Gretta,Peng,Senior Engineer,6/10/2001
85195,Jiafu,Quadeer,Senior Staff,11/12/1995
85199,Souichi,Barbanera,Engineer,12/16/1999
85200,Ebbe,Serna,Senior Engineer,5/18/1996
85202,Guttorm,Erdi,Senior Engineer,9/17/1990
85204,Moni,Silva,Senior Staff,12/27/1999
85206,Shahar,Navazio,Technique Leader,1/22/1986
85210,Yolla,Openshaw,Senior Staff,1/20/1987
85215,Along,Detkin,Senior Staff,8/3/1995
85219,Anyuan,Zaiane,Senior Engineer,1/31/1999
85220,Kristin,Lipner,Senior Staff,1/25/1994
85225,Felicidad,Dulli,Staff,7/28/1997
85230,Gal,Demke,Staff,8/29/1998
85241,Martijn,Falck,Senior Staff,8/23/1995
85242,Kirk,Ernst,Staff,9/1/1999
85256,Odinaldo,Kroha,Senior Engineer,9/12/2001
85258,Elzbieta,Schwabacher,Senior Engineer,6/27/1988
85264,Annemarie,Silva,Senior Engineer,1/5/2002
85267,Masaru,Winter,Senior Staff,1/21/1990
85278,Kamakshi,Karnin,Senior Engineer,11/19/1988
85281,Tamiya,Grospietsch,Senior Engineer,8/9/1991
85295,Zvonko,Kroon,Senior Engineer,9/15/2001
85300,Panayotis,Domenig,Technique Leader,11/27/1986
85318,Navid,Hanratty,Senior Engineer,7/15/1989
85325,Nagui,Kadhim,Technique Leader,7/14/1988
85328,Kien,Kitsuregawa,Senior Engineer,6/12/1997
85344,Owen,Dayana,Senior Staff,1/20/1996
85347,Heeju,Prochazka,Senior Staff,8/4/1986
85353,Kien,Tasistro,Senior Staff,8/3/1995
85371,Suebskul,Lanphier,Senior Staff,8/29/1995
85374,Hairong,Herber,Technique Leader,7/2/1992
85377,Ishfaq,Vecchio,Senior Engineer,4/25/2000
85385,Alper,Bennis,Senior Staff,3/24/1993
85391,Aleksander,Glinert,Staff,1/2/1997
85394,Sastry,Conta,Senior Engineer,10/20/1994
85406,Serap,Matzke,Senior Staff,10/7/1996
85416,Haldun,Melton,Senior Engineer,7/30/1993
85433,Eberhardt,Stanfel,Senior Engineer,3/18/1986
85463,Kyoichi,Picht,Engineer,2/3/1996
85469,Sasan,Schmiedel,Senior Engineer,6/23/1994
85470,Domenick,Mahmud,Technique Leader,2/10/1985
85489,Adas,Zwicker,Senior Staff,9/12/1988
85494,Lech,Gulik,Senior Staff,8/16/1992
85504,Ghassan,Streit,Senior Engineer,4/8/1990
85513,Yagil,Spieker,Senior Staff,4/11/1994
85524,Lillian,Tokunaga,Senior Engineer,12/21/2001
85525,Chenyi,Schlenzig,Senior Staff,1/24/1992
85526,Tzvetan,Frolund,Senior Engineer,12/19/1987
85532,Jinxi,Imataki,Senior Engineer,3/4/1993
85537,Tzu,Bernatsky,Senior Staff,5/26/1995
85551,Mohit,Perry,Technique Leader,8/4/1998
85552,Atilio,Perko,Senior Engineer,9/6/1985
85555,Parke,Morrow,Engineer,7/14/1999
85570,Shigehito,Karlin,Senior Staff,4/5/1995
85575,Kiyotoshi,Matzov,Senior Staff,5/31/1997
85577,Deniz,Sadowski,Staff,6/12/1998
85583,Sanjeeva,Hiyoshi,Engineer,8/24/1999
85589,Amstein,Bressoud,Senior Engineer,12/13/1985
85607,Yucai,Hertweck,Senior Engineer,8/21/1997
85609,Otmar,Benner,Senior Engineer,5/11/1998
85620,Yoshinari,Chvatal,Senior Staff,12/30/1997
85621,Steen,Peha,Senior Staff,10/4/1993
85622,Berthier,Dengi,Staff,7/2/1998
85624,Ayonca,Keustermans,Senior Staff,6/15/1993
85631,Munehiro,Murtagh,Senior Staff,7/31/1993
85633,Salvador,Snedden,Senior Staff,4/30/1994
85641,Breannda,Buescher,Senior Staff,5/10/1994
85645,Henk,Ashish,Assistant Engineer,12/11/1994
85647,Kristian,Waymire,Senior Staff,11/25/1993
85669,Yishay,Denis,Senior Engineer,2/8/1996
85675,Ziya,Spell,Technique Leader,8/22/1987
85692,Marin,Petersohn,Senior Engineer,11/6/1995
85696,Wuxu,Mitzlaff,Senior Staff,8/11/1998
85708,Steen,Otillio,Senior Engineer,5/23/1999
85719,Satosi,Rosti,Senior Staff,1/17/1998
85739,Fumino,Benzaken,Senior Engineer,9/15/1985
85743,Ramalingam,Wissmann,Senior Staff,5/27/1999
85755,Aloys,Ozeri,Senior Staff,6/1/1993
85757,Kannan,Bach,Senior Staff,3/4/2000
85761,Kazuyasu,Hofting,Engineer,1/26/2000
85775,Georgy,Engberts,Senior Engineer,3/21/1999
85776,Dante,Reutenauer,Senior Staff,5/1/1991
85784,Nechama,Cronau,Senior Staff,10/25/1992
85786,Rafail,Chaudhuri,Senior Staff,9/24/1997
85796,Honglan,Boissier,Staff,1/17/1998
85799,Radhika,Parveen,Senior Staff,3/3/1998
85811,Dayanand,Bain,Senior Engineer,6/13/2002
85812,Seshu,Erbe,Senior Engineer,11/19/1993
85825,Hongzhu,Zedlitz,Senior Staff,4/25/2000
85827,Basant,Schach,Senior Staff,1/16/1994
85835,Pantung,Gyorkos,Senior Engineer,10/7/1996
85840,Kazuhiko,Reinhart,Engineer,11/11/1998
85850,Leszek,Usdin,Senior Engineer,2/20/1988
85866,Dinkar,Baek,Senior Staff,9/24/2001
85876,Kellyn,Merks,Engineer,4/20/1995
85883,Takahito,Reghbati,Engineer,6/30/1999
85892,Rasikan,Binkley,Engineer,3/14/1997
85894,Teunis,Eugenio,Senior Engineer,8/29/1996
85899,Chinhyun,Zaiane,Senior Staff,9/11/1996
85901,Tommaso,Hagimont,Senior Staff,7/22/2001
85910,Nishit,Lemarechal,Senior Staff,8/9/1992
85913,Anwar,Rehfuss,Senior Engineer,1/6/1995
85924,Gita,Menhardt,Senior Engineer,6/18/1994
85939,Xinyu,Schlegelmilch,Senior Staff,12/3/1986
85941,Sampalli,Lunt,Senior Staff,7/22/1992
85942,Jaber,Sankaranarayanan,Engineer,12/17/1998
85949,Thodoros,Penttonen,Senior Engineer,4/18/1999
85958,Fusako,Vadhan,Senior Staff,12/5/1993
85968,Idoia,Lorch,Technique Leader,4/10/1996
85988,Aiichiro,Brlek,Senior Staff,12/12/1996
85990,Saeko,Jakobus,Senior Engineer,11/27/2001
85999,Arch,Dymetman,Senior Staff,7/21/1987
86003,Khaled,Zielinski,Senior Engineer,2/20/1993
86005,Sahrah,Samarati,Senior Staff,1/16/2000
86014,Maris,Zeilberger,Technique Leader,4/16/1985
86016,Eldridge,Compeau,Engineer,3/8/1997
86023,Yuqun,Braunschweig,Senior Staff,9/30/1993
86029,Yuguang,Cronau,Senior Engineer,5/29/1988
86037,Khaled,Badache,Staff,1/15/2000
86045,Leah,Kavanagh,Engineer,7/24/1997
86047,Ebru,Suppi,Engineer,7/20/1998
86052,Hidekazu,Badache,Senior Staff,1/26/1993
86060,Arvind,Luce,Senior Staff,10/6/1993
86062,Zengping,Anido,Senior Staff,9/9/1999
86065,Suebskul,Fetvedt,Senior Engineer,9/21/1993
86070,Diederik,Restivo,Senior Engineer,4/11/1986
86071,Premsyl,Kavvadias,Staff,8/4/1998
86074,Susanne,Zirintsis,Senior Staff,1/3/1997
86081,Valery,Iwayama,Senior Staff,7/19/2002
86082,Marsha,Redmiles,Senior Staff,12/14/1994
86083,Parke,Spell,Senior Engineer,9/30/1986
86111,Flemming,Mondadori,Senior Engineer,7/11/1994
86139,Arif,Lichtman,Senior Staff,9/24/1994
86155,Tadahiko,Luke,Technique Leader,2/8/1985
86157,Kwangsub,Demizu,Engineer,5/11/1996
86164,Adit,Rothe,Senior Staff,12/13/1998
86175,Marc,Herbst,Senior Engineer,2/28/1996
86178,Sakthirel,Krogh,Senior Staff,7/6/1994
86183,Takahiro,Baja,Senior Engineer,9/1/1994
86196,Ugo,Cincotta,Staff,12/22/1998
86211,Shih,Vanwelkenhuysen,Senior Engineer,5/16/1993
86217,Mari,Asrin,Assistant Engineer,3/20/1999
86224,Shaunak,Ishibashi,Senior Staff,4/7/1998
86252,Mahendra,Selenyi,Staff,3/20/1996
86267,Masato,Guting,Senior Engineer,7/22/1997
86269,Kristinn,Swift,Senior Staff,4/25/1996
86270,Prodip,Menhoudj,Senior Staff,8/30/1991
86271,Ipke,Llado,Senior Staff,2/3/1997
86275,Ipke,Genin,Engineer,4/22/1998
86282,Martien,Baak,Senior Staff,7/23/1992
86284,Fabrizio,Wrigley,Engineer,10/29/1996
86287,Masami,Liesche,Senior Staff,7/15/1990
86297,Susuma,Feldmann,Technique Leader,5/30/1990
86305,Nadjib,Weisert,Senior Engineer,8/5/1997
86308,Dipankar,Muhling,Engineer,6/8/1997
86321,Shiv,Vasanthakumar,Engineer,4/14/1994
86342,Marit,Boguraev,Senior Engineer,7/21/2002
86351,Jackson,Staylopatis,Senior Staff,6/15/1987
86357,Rosalyn,Sessa,Technique Leader,7/4/1985
86364,Shushma,Decaestecker,Senior Engineer,3/30/1989
86369,Barton,Stemann,Senior Engineer,5/26/1995
86395,Duke,Grospietsch,Senior Staff,1/14/1989
86404,Jungsoon,Quaggetto,Senior Engineer,9/4/1995
86405,Sreekrishna,Bale,Senior Engineer,5/8/1992
86416,Kazuhiro,Budinsky,Senior Engineer,12/17/1988
86436,Hilari,Kropf,Senior Staff,6/15/2001
86437,Zvonko,Bednarek,Senior Engineer,3/29/2000
86445,Chaoyi,Wynblatt,Senior Staff,10/22/1993
86448,Fumino,Garnier,Senior Engineer,4/6/1999
86459,Gritta,Etalle,Senior Staff,8/14/1998
86480,Navid,Tramer,Senior Engineer,8/27/1999
86483,Shigenori,Gill,Senior Staff,2/27/1994
86491,Shuzo,Conta,Senior Engineer,12/18/1990
86494,Masato,Perng,Senior Staff,12/30/1988
86499,Lech,Escriba,Senior Staff,1/8/1994
86513,Yishay,Murtha,Senior Staff,10/4/1991
86527,Toshiko,Pollacia,Senior Staff,1/7/2002
86539,Adam,Junet,Senior Staff,10/6/1994
86554,George,Itschner,Senior Engineer,9/2/1991
86559,Weiye,Tsukuda,Senior Engineer,5/29/1993
86561,Thodoros,Frolund,Assistant Engineer,8/16/1993
86564,Jaideep,Theuretzbacher,Senior Engineer,3/12/1986
86575,Berthier,Sinitsyn,Staff,11/16/1997
86600,Baocai,Baba,Senior Staff,3/30/1996
86608,Honglan,Shigei,Staff,2/28/1999
86612,Yuchang,McAffer,Senior Staff,9/3/1996
86617,Mingsen,Desikan,Senior Staff,9/22/1998
86626,Sashi,Polajnar,Senior Staff,6/16/1994
86629,Yolla,Sommer,Senior Staff,2/19/1993
86631,Tristan,Isaac,Senior Engineer,7/13/1986
86634,Odysseas,Terlouw,Technique Leader,4/29/1990
86641,Kamran,Gladwell,Senior Engineer,7/15/1993
86654,Jeane,Taubenfeld,Senior Staff,3/28/1991
86667,King,Slobodova,Senior Engineer,6/7/1995
86674,Fumiya,Candan,Senior Staff,4/16/2002
86690,Carrsten,Whitcomb,Senior Engineer,1/28/2001
86691,Kagan,Serdy,Senior Staff,6/27/1993
86715,Katsuo,Farrag,Engineer,10/7/1997
86746,Parke,Seiwald,Senior Engineer,3/27/1991
86751,Feiyu,Swick,Senior Engineer,6/4/1987
86754,Guadalupe,Vigier,Senior Staff,6/28/1999
86772,Kayoko,Chepyzhov,Staff,10/16/1997
86776,Palash,Danecki,Senior Staff,11/30/1995
86788,Golgen,Saoudi,Senior Staff,2/8/1995
86817,Shmuel,Sommen,Senior Engineer,2/16/1998
86819,Wuxu,Bisiani,Senior Staff,6/13/1994
86822,Halsur,Veccia,Senior Engineer,2/13/2001
86823,Xiaopeng,Perly,Engineer,1/27/1994
86831,KayLiang,Nanard,Staff,5/23/1998
86832,Duro,Magalhaes,Senior Engineer,12/7/1996
86838,Janche,Gecseg,Senior Staff,3/12/1993
86851,Kensyu,Schusler,Senior Staff,4/24/1993
86852,Lijie,McFarlin,Senior Engineer,3/17/1993
86853,Dhritiman,Giveon,Senior Staff,4/21/1998
86856,Vasilis,Perelgut,Staff,9/26/1998
86862,Pascal,Fetvedt,Engineer,9/17/1997
86871,Djenana,Zolotykh,Senior Engineer,5/4/1987
86887,Martijn,Roison,Senior Staff,6/23/2000
86905,Alenka,Streng,Senior Engineer,10/29/1996
86906,Adel,Fiutem,Senior Engineer,6/7/1985
86934,Jovan,Strooper,Senior Engineer,10/2/1994
86941,Zhiguo,Tanemo,Senior Staff,9/1/1995
